지점,지점명,일시,최저기온(°C),최고기온(°C)
108,서울,1963-11-06,8,12.1
108,서울,1963-11-07,8.9,12.7
108,서울,1963-11-08,.3,9
108,서울,1963-11-09,-2.4,6.4
108,서울,1963-11-10,-2.8,6.2
108,서울,1963-11-11,3.9,12.9
108,서울,1963-11-12,4.2,14.7
108,서울,1963-11-13,6.9,16.3
108,서울,1963-11-14,4.6,16.5
108,서울,1963-11-15,3.4,10.7
108,서울,1963-11-16,-1,12.7
108,서울,1963-11-17,4.4,11.6
108,서울,1963-11-18,4,14.9
108,서울,1963-11-19,9,14.5
108,서울,1963-11-20,5.2,13.3
108,서울,1963-11-21,1.2,12.8
108,서울,1963-11-22,.6,10.8
108,서울,1963-11-23,-1.6,8.6
108,서울,1963-11-24,3.4,9.8
108,서울,1963-11-25,-.3,7.8
108,서울,1963-11-26,-3.2,2
108,서울,1963-11-27,-4.2,5.3
108,서울,1963-11-28,-5.4,1.7
108,서울,1963-11-29,-7.2,1
108,서울,1963-11-30,-6.4,3.8
108,서울,1963-12-01,-6.4,5.4
108,서울,1963-12-02,.4,7.5
108,서울,1963-12-03,1.2,9.2
108,서울,1963-12-04,.6,8
108,서울,1963-12-05,-.2,5.2
108,서울,1963-12-06,-.2,6.8
108,서울,1963-12-07,2,6.5
