지점,지점명,일시,최저기온(°C),최고기온(°C)
108,서울,1954-05-29,14.1,25.8
108,서울,1954-05-30,13.9,26.8
108,서울,1954-05-31,11.9,25
108,서울,1954-06-01,13.1,19.5
108,서울,1954-06-02,12.6,17.3
108,서울,1954-06-03,13.4,20.4
108,서울,1954-06-04,14.7,24.7
108,서울,1954-06-05,13.9,22.4
108,서울,1954-06-06,13.8,20.5
108,서울,1954-06-07,13,24.3
108,서울,1954-06-08,15.4,21
108,서울,1954-06-09,14.2,22.4
108,서울,1954-06-10,14.2,20
108,서울,1954-06-11,14.4,19
108,서울,1954-06-12,15.1,26.7
108,서울,1954-06-13,16,25.3
108,서울,1954-06-14,15.8,26.5
108,서울,1954-06-15,15.6,26.6
108,서울,1954-06-16,15,27.6
108,서울,1954-06-17,17.2,29.9
108,서울,1954-06-18,19.5,28.4
108,서울,1954-06-19,17.9,26.6
108,서울,1954-06-20,16.6,26.7
108,서울,1954-06-21,16.1,27.2
108,서울,1954-06-22,18.3,29.2
108,서울,1954-06-23,17.5,29.7
108,서울,1954-06-24,16.9,28.3
108,서울,1954-06-25,18.8,27.6
108,서울,1954-06-26,17.6,23.6
108,서울,1954-06-27,16,30.4
108,서울,1954-06-28,18.2,23.2
108,서울,1954-06-29,15.5,20.1
108,서울,1954-06-30,15.1,23.8
108,서울,1954-07-01,17.8,25.4
108,서울,1954-07-02,19,23
108,서울,1954-07-03,18.8,28.7
108,서울,1954-07-04,18.4,25.8
108,서울,1954-07-05,18.1,21
108,서울,1954-07-06,18.6,25.9
108,서울,1954-07-07,16.7,20.7
108,서울,1954-07-08,16.9,20.8
108,서울,1954-07-09,17.1,25.1
108,서울,1954-07-10,18.6,29.1
108,서울,1954-07-11,16,26.5
108,서울,1954-07-12,13.8,26.9
108,서울,1954-07-13,13.6,27.6
108,서울,1954-07-14,17.2,30.3
108,서울,1954-07-15,19.5,28.1
108,서울,1954-07-16,20.6,31.9
108,서울,1954-07-17,19.2,22.8
108,서울,1954-07-18,19.5,24.2
108,서울,1954-07-19,19.3,24.5
108,서울,1954-07-20,19.3,31.4
108,서울,1954-07-21,22,24.2
108,서울,1954-07-22,21.8,23.6
108,서울,1954-07-23,22,23.9
108,서울,1954-07-24,22,26.9
108,서울,1954-07-25,20.7,27.5
108,서울,1954-07-26,21,27.1
108,서울,1954-07-27,20.9,29.5
108,서울,1954-07-28,20.8,28.3
108,서울,1954-07-29,19.9,27.5
108,서울,1954-07-30,19.1,27.4
108,서울,1954-07-31,18.6,27.5
108,서울,1954-08-01,16.9,26.8
108,서울,1954-08-02,18,21.2
108,서울,1954-08-03,20,25.2
108,서울,1954-08-04,22.8,28.1
108,서울,1954-08-05,22,32.5
108,서울,1954-08-06,23,31.7
108,서울,1954-08-07,23.8,32.8
108,서울,1954-08-08,21.4,31
108,서울,1954-08-09,23.5,32.2
108,서울,1954-08-10,23.1,34.3
108,서울,1954-08-11,24.3,29
108,서울,1954-08-12,24.6,32
108,서울,1954-08-13,25,33
108,서울,1954-08-14,24.2,32.9
108,서울,1954-08-15,24.4,31.4
108,서울,1954-08-16,24.6,33.6
108,서울,1954-08-17,24.1,33.8
108,서울,1954-08-18,23,31.8
108,서울,1954-08-19,21.3,30.7
108,서울,1954-08-20,21.7,27.3
108,서울,1954-08-21,23.4,30.1
108,서울,1954-08-22,24.2,32.4
108,서울,1954-08-23,24.5,29.7
108,서울,1954-08-24,23.7,33.2
108,서울,1954-08-25,24.6,31.1
108,서울,1954-08-26,24.2,29.1
108,서울,1954-08-27,22.6,26
108,서울,1954-08-28,21.8,29.4
108,서울,1954-08-29,20.6,27.9
108,서울,1954-08-30,20.6,28.8
108,서울,1954-08-31,20.6,29.7
108,서울,1954-09-01,20.6,27.9
108,서울,1954-09-02,18.4,28.4
108,서울,1954-09-03,20,29.3
108,서울,1954-09-04,19.2,30
108,서울,1954-09-05,19.1,24
108,서울,1954-09-06,19.6,26
108,서울,1954-09-07,21.4,29.1
108,서울,1954-09-08,18.8,27
108,서울,1954-09-09,16.9,25.9
108,서울,1954-09-10,16.4,29.2
108,서울,1954-09-11,18.8,28.1
108,서울,1954-09-12,21.1,28.1
108,서울,1954-09-13,17.5,22.4
108,서울,1954-09-14,16.3,20.3
108,서울,1954-09-15,15.4,20.5
108,서울,1954-09-16,16.7,27.7
108,서울,1954-09-17,14.2,26.4
108,서울,1954-09-18,11.5,26.4
108,서울,1954-09-19,14.2,26.6
108,서울,1954-09-20,17.9,24.3
108,서울,1954-09-21,16.8,25.3
108,서울,1954-09-22,17,27.3
108,서울,1954-09-23,17.2,24.9
108,서울,1954-09-24,16,22.8
108,서울,1954-09-25,14.1,17.5
108,서울,1954-09-26,12.7,21
108,서울,1954-09-27,10.2,20.7
108,서울,1954-09-28,11.1,23.1
108,서울,1954-09-29,10.4,23.6
108,서울,1954-09-30,14.4,24
108,서울,1954-10-01,13.6,25
108,서울,1954-10-02,15.3,20.5
108,서울,1954-10-03,8.1,16.5
108,서울,1954-10-04,4.4,19.5
108,서울,1954-10-05,10.1,17
108,서울,1954-10-06,12.4,15.2
108,서울,1954-10-07,10.9,19.8
108,서울,1954-10-08,9.3,17.7
108,서울,1954-10-09,6,16
108,서울,1954-10-10,4.1,16.3
108,서울,1954-10-11,4.9,13.4
108,서울,1954-10-12,1,13.7
108,서울,1954-10-13,1.2,16.7
108,서울,1954-10-14,4.3,19.4
108,서울,1954-10-15,5.3,19.7
108,서울,1954-10-16,8.4,20.3
108,서울,1954-10-17,8.9,17.8
108,서울,1954-10-18,8.1,20.6
108,서울,1954-10-19,8.5,22
108,서울,1954-10-20,10.9,20.6
108,서울,1954-10-21,7.3,19.6
108,서울,1954-10-22,6.9,15.4
108,서울,1954-10-23,5.9,17.6
108,서울,1954-10-24,7.4,22.5
108,서울,1954-10-25,8.6,23.7
108,서울,1954-10-26,8.9,22.4
108,서울,1954-10-27,9.7,22
108,서울,1954-10-28,6,14.5
108,서울,1954-10-29,2.5,17.2
108,서울,1954-10-30,3.4,11.2
108,서울,1954-10-31,.8,16.4
108,서울,1954-11-01,4.2,14.1
108,서울,1954-11-02,.5,12.2
108,서울,1954-11-03,2.5,17.2
108,서울,1954-11-04,5.1,17.9
108,서울,1954-11-05,3.4,16.8
108,서울,1954-11-06,3.3,17.8
108,서울,1954-11-07,5.8,13.8
108,서울,1954-11-08,9.1,17.8
108,서울,1954-11-09,10.4,18.9
108,서울,1954-11-10,9,18.6
108,서울,1954-11-11,3.7,12.4
108,서울,1954-11-12,-.2,14.9
108,서울,1954-11-13,6.8,17.4
108,서울,1954-11-14,5.8,15.2
108,서울,1954-11-15,2.6,11.6
108,서울,1954-11-16,.9,9.2
108,서울,1954-11-17,-2.3,8.7
108,서울,1954-11-18,-2.4,9.2
108,서울,1954-11-19,.7,11.3
108,서울,1954-11-20,1.1,14.3
108,서울,1954-11-21,2.7,15.8
108,서울,1954-11-22,3.2,18
108,서울,1954-11-23,6.4,19.1
108,서울,1954-11-24,6.1,17
108,서울,1954-11-25,6.7,10.4
108,서울,1954-11-26,5.3,16.9
108,서울,1954-11-27,11,15.2
108,서울,1954-11-28,8.1,18.1
108,서울,1954-11-29,9,13.2
108,서울,1954-11-30,7.8,11.1
108,서울,1954-12-01,-1.4,10.4
108,서울,1954-12-02,-6.6,-1.1
108,서울,1954-12-03,-7.1,.7
108,서울,1954-12-04,-6.9,2.9
108,서울,1954-12-05,-3.3,4.7
108,서울,1954-12-06,-4.3,9.3
108,서울,1954-12-07,6.3,10.9
108,서울,1954-12-08,-.8,8.7
108,서울,1954-12-09,-4.2,2.1
108,서울,1954-12-10,-6,-.5
108,서울,1954-12-11,-7.8,0
108,서울,1954-12-12,-7.4,0
108,서울,1954-12-13,-5.6,-.2
108,서울,1954-12-14,-10.4,-2.6
108,서울,1954-12-15,-11,-.7
108,서울,1954-12-16,-6.2,3.2
108,서울,1954-12-17,-8.8,2.8
108,서울,1954-12-18,-8,2.6
108,서울,1954-12-19,-.9,5.6
108,서울,1954-12-20,-3.8,3.9
108,서울,1954-12-21,-4.4,6.3
108,서울,1954-12-22,-8.5,.8
108,서울,1954-12-23,-10.2,-.9
108,서울,1954-12-24,-8.3,-2
108,서울,1954-12-25,-12.1,-4.4
108,서울,1954-12-26,-11.8,-4.4
108,서울,1954-12-27,-12.5,-2.9
108,서울,1954-12-28,-10,.3
108,서울,1954-12-29,-11,-3.2
108,서울,1954-12-30,-11.2,-4.9
108,서울,1954-12-31,-10.7,-2.3
108,서울,1955-01-01,-11.8,-5.6
108,서울,1955-01-02,-13.9,-6.3
108,서울,1955-01-03,-14.8,-4.3
108,서울,1955-01-04,-10.2,-2.9
108,서울,1955-01-05,-12,-4.4
108,서울,1955-01-06,-13.6,-6.3
108,서울,1955-01-07,-14.3,-3.3
108,서울,1955-01-08,-12.4,0
108,서울,1955-01-09,-10.8,-2.9
108,서울,1955-01-10,-15,-9.1
108,서울,1955-01-11,-17.2,-4.6
108,서울,1955-01-12,-9.6,4
108,서울,1955-01-13,-6.3,2.4
108,서울,1955-01-14,-6.8,3.4
108,서울,1955-01-15,-14.1,-1.6
108,서울,1955-01-16,-15.8,-7.4
108,서울,1955-01-17,-12.4,-5.1
108,서울,1955-01-18,-14.2,-1.7
108,서울,1955-01-19,-6.4,2.6
108,서울,1955-01-20,-9.8,-3.7
108,서울,1955-01-21,-12.1,1.2
108,서울,1955-01-22,-4,3
108,서울,1955-01-23,-8.7,5.4
108,서울,1955-01-24,-4.7,5.3
108,서울,1955-01-25,-5.5,3.8
108,서울,1955-01-26,-7.4,-.8
108,서울,1955-01-27,-10.8,2.1
108,서울,1955-01-28,-9.4,3.9
108,서울,1955-01-29,-3.8,2.5
108,서울,1955-01-30,-8.1,2
108,서울,1955-01-31,-11.3,-2
108,서울,1955-02-01,-5,4.1
108,서울,1955-02-02,-3.1,7
108,서울,1955-02-03,-5.5,3
108,서울,1955-02-04,-6.2,5
108,서울,1955-02-05,-8.4,1.6
108,서울,1955-02-06,-9.2,4
108,서울,1955-02-07,-2.1,4.8
108,서울,1955-02-08,-4.2,8.7
108,서울,1955-02-09,-1.5,6.2
108,서울,1955-02-10,-11.5,1.5
108,서울,1955-02-11,-14.3,-6.6
108,서울,1955-02-12,-14.2,-2
108,서울,1955-02-13,-6.6,3.7
108,서울,1955-02-14,.5,6.4
108,서울,1955-02-15,-1,6.5
108,서울,1955-02-16,-4.2,9.7
108,서울,1955-02-17,-.8,11.1
108,서울,1955-02-18,-.5,11.3
108,서울,1955-02-19,-5.3,5.8
108,서울,1955-02-20,-11,-5
108,서울,1955-02-21,-14.2,-4.5
108,서울,1955-02-22,-6.8,5.6
108,서울,1955-02-23,.5,7.6
108,서울,1955-02-24,-1.3,7.2
108,서울,1955-02-25,-3.8,10.6
108,서울,1955-02-26,-1.1,15.1
108,서울,1955-02-27,.7,12.8
108,서울,1955-02-28,-2.2,4
108,서울,1955-03-01,-3.3,8.2
108,서울,1955-03-02,-1.4,5.5
108,서울,1955-03-03,-3.9,7.6
108,서울,1955-03-04,-2.8,7.7
108,서울,1955-03-05,-.5,8.6
108,서울,1955-03-06,.2,3.1
108,서울,1955-03-07,-1,5.4
108,서울,1955-03-08,-.5,6.6
108,서울,1955-03-09,-2.8,5.9
108,서울,1955-03-10,-4.8,8.2
108,서울,1955-03-11,-1.3,13.7
108,서울,1955-03-12,-1.7,10.8
108,서울,1955-03-13,-4.7,.3
108,서울,1955-03-14,-4.7,3.9
108,서울,1955-03-15,-3.2,8.6
108,서울,1955-03-16,1.1,13.8
108,서울,1955-03-17,3.8,14.6
108,서울,1955-03-18,-2.8,3.8
108,서울,1955-03-19,-2.7,8.5
108,서울,1955-03-20,.9,13.9
108,서울,1955-03-21,5.1,12.2
108,서울,1955-03-22,4,16.2
108,서울,1955-03-23,2.2,10.8
108,서울,1955-03-24,2.7,11.5
108,서울,1955-03-25,0,8.1
108,서울,1955-03-26,-1.8,11.9
108,서울,1955-03-27,2.3,13.3
108,서울,1955-03-28,3.5,14.4
108,서울,1955-03-29,1.7,12.7
108,서울,1955-03-30,5.6,10.9
108,서울,1955-03-31,4.5,14.3
108,서울,1955-04-01,5.4,14.7
108,서울,1955-04-02,2.9,13.9
108,서울,1955-04-03,.7,11.1
108,서울,1955-04-04,-2.5,9
108,서울,1955-04-05,1.1,14.8
108,서울,1955-04-06,6.7,17.9
108,서울,1955-04-07,10.2,21.2
108,서울,1955-04-08,9.8,22.2
108,서울,1955-04-09,9.7,14.4
108,서울,1955-04-10,5.9,13.2
108,서울,1955-04-11,4.1,22
108,서울,1955-04-12,15.7,25
108,서울,1955-04-13,10.3,18.9
108,서울,1955-04-14,10.2,16.4
108,서울,1955-04-15,8.9,11.6
108,서울,1955-04-16,9.2,12.1
108,서울,1955-04-17,8,11.1
108,서울,1955-04-18,6.9,10.7
108,서울,1955-04-19,5,8.9
108,서울,1955-04-20,2.6,13.5
108,서울,1955-04-21,3.4,15.5
108,서울,1955-04-22,3.8,19.8
108,서울,1955-04-23,8.8,15
108,서울,1955-04-24,8.1,13.8
108,서울,1955-04-25,5.2,15.4
108,서울,1955-04-26,3.6,19
108,서울,1955-04-27,6.4,19.4
108,서울,1955-04-28,6.9,20.4
108,서울,1955-04-29,10,23.8
108,서울,1955-04-30,7.9,23.8
108,서울,1955-05-01,9.2,24.3
108,서울,1955-05-02,10,26
108,서울,1955-05-03,10.9,18
108,서울,1955-05-04,9.3,18.2
108,서울,1955-05-05,11.5,19.8
108,서울,1955-05-06,11.7,22.7
108,서울,1955-05-07,10.3,25.1
108,서울,1955-05-08,11.2,25.2
108,서울,1955-05-09,11.9,24.1
108,서울,1955-05-10,12.3,29
108,서울,1955-05-11,9.9,15.3
108,서울,1955-05-12,9.8,18.1
108,서울,1955-05-13,8.2,21.6
108,서울,1955-05-14,9.5,24.5
108,서울,1955-05-15,12.4,26.5
108,서울,1955-05-16,13.1,19.3
108,서울,1955-05-17,13.8,20.6
108,서울,1955-05-18,11.2,19.9
108,서울,1955-05-19,10.9,20.6
108,서울,1955-05-20,11,21.1
108,서울,1955-05-21,10.7,24
108,서울,1955-05-22,9.5,22.5
108,서울,1955-05-23,8.7,26.6
108,서울,1955-05-24,13.5,24.7
108,서울,1955-05-25,9.9,24.8
108,서울,1955-05-26,12,26.3
108,서울,1955-05-27,12.2,22.9
108,서울,1955-05-28,13.3,16.1
108,서울,1955-05-29,12.2,20.3
108,서울,1955-05-30,12.1,23
108,서울,1955-05-31,11.3,24.5
108,서울,1955-06-01,12.2,22.4
108,서울,1955-06-02,11.2,24.4
108,서울,1955-06-03,12.5,23.9
108,서울,1955-06-04,11.7,25.7
108,서울,1955-06-05,13,28.3
108,서울,1955-06-06,14.7,28.4
108,서울,1955-06-07,15.2,28.1
108,서울,1955-06-08,14.3,27.2
108,서울,1955-06-09,15.5,29.9
108,서울,1955-06-10,17.7,29.2
108,서울,1955-06-11,16,29.7
108,서울,1955-06-12,19.6,32.8
108,서울,1955-06-13,18.2,33.7
108,서울,1955-06-14,19.2,30.9
108,서울,1955-06-15,19.3,30.9
108,서울,1955-06-16,18.5,33.2
108,서울,1955-06-17,19.8,22.8
108,서울,1955-06-18,18.8,24.3
108,서울,1955-06-19,18.6,26.3
108,서울,1955-06-20,19.1,26.1
108,서울,1955-06-21,18.3,27.7
108,서울,1955-06-22,17,33.8
108,서울,1955-06-23,22,31.9
108,서울,1955-06-24,21.8,23.2
108,서울,1955-06-25,19.6,22
108,서울,1955-06-26,18.2,21.3
108,서울,1955-06-27,17.8,20.5
108,서울,1955-06-28,16.8,26.8
108,서울,1955-06-29,18.6,26.7
108,서울,1955-06-30,20.2,25.6
108,서울,1955-07-01,20.1,29.9
108,서울,1955-07-02,21.8,25.5
108,서울,1955-07-03,18.3,23.8
108,서울,1955-07-04,17.9,21.9
108,서울,1955-07-05,18.7,21.2
108,서울,1955-07-06,18.5,25.5
108,서울,1955-07-07,18.6,28.6
108,서울,1955-07-08,19.2,30.6
108,서울,1955-07-09,20.3,31
108,서울,1955-07-10,22.5,27.6
108,서울,1955-07-11,22.8,26
108,서울,1955-07-12,21.3,25.3
108,서울,1955-07-13,20.5,23.5
108,서울,1955-07-14,19.4,25.9
108,서울,1955-07-15,23.2,32.4
108,서울,1955-07-16,24.8,31.7
108,서울,1955-07-17,23.9,31.5
108,서울,1955-07-18,23.5,28.9
108,서울,1955-07-19,22.8,27.1
108,서울,1955-07-20,22.1,30.3
108,서울,1955-07-21,22.5,28.5
108,서울,1955-07-22,22.2,29
108,서울,1955-07-23,22.7,31.5
108,서울,1955-07-24,23.3,29.8
108,서울,1955-07-25,22.5,29.5
108,서울,1955-07-26,23.7,32.8
108,서울,1955-07-27,23,32.3
108,서울,1955-07-28,24.3,31.5
108,서울,1955-07-29,24.3,29.3
108,서울,1955-07-30,25,30.2
108,서울,1955-07-31,23.3,28.8
108,서울,1955-08-01,23.3,27.2
108,서울,1955-08-02,22.4,29.4
108,서울,1955-08-03,22.4,31.1
108,서울,1955-08-04,22.8,30.7
108,서울,1955-08-05,24,30.6
108,서울,1955-08-06,23,30.9
108,서울,1955-08-07,23.6,32.3
108,서울,1955-08-08,23.5,32.1
108,서울,1955-08-09,23.1,32
108,서울,1955-08-10,23.9,33.3
108,서울,1955-08-11,23.2,33.3
108,서울,1955-08-12,19.4,32.6
108,서울,1955-08-13,19.9,32.3
108,서울,1955-08-14,20.4,31.8
108,서울,1955-08-15,21.3,32.8
108,서울,1955-08-16,23.4,33.9
108,서울,1955-08-17,23.3,33.3
108,서울,1955-08-18,22.1,33.8
108,서울,1955-08-19,22.2,32.3
108,서울,1955-08-20,23.2,31.8
108,서울,1955-08-21,20.8,32.8
108,서울,1955-08-22,20.3,33
108,서울,1955-08-23,20.4,33.1
108,서울,1955-08-24,21.4,33.5
108,서울,1955-08-25,21.8,34.2
108,서울,1955-08-26,22.5,34
108,서울,1955-08-27,22.3,35
108,서울,1955-08-28,22.8,29.8
108,서울,1955-08-29,21.3,27.9
108,서울,1955-08-30,19.6,30.6
108,서울,1955-08-31,18.6,28.5
108,서울,1955-09-01,18.2,27.1
108,서울,1955-09-02,16.8,27.8
108,서울,1955-09-03,17.2,28.1
108,서울,1955-09-04,18.5,25.3
108,서울,1955-09-05,17.9,29.4
108,서울,1955-09-06,19.1,32.3
108,서울,1955-09-07,20.9,31.3
108,서울,1955-09-08,17,23.8
108,서울,1955-09-09,17.8,28.2
108,서울,1955-09-10,19.4,27.3
108,서울,1955-09-11,19.8,22.8
108,서울,1955-09-12,16.1,22.9
108,서울,1955-09-13,17.8,25.1
108,서울,1955-09-14,19,26.2
108,서울,1955-09-15,15.1,26.5
108,서울,1955-09-16,16.4,27.4
108,서울,1955-09-17,18,24
108,서울,1955-09-18,16.6,24.9
108,서울,1955-09-19,13.6,25.9
108,서울,1955-09-20,15.1,26.5
108,서울,1955-09-21,14.7,27.4
108,서울,1955-09-22,15.9,20.1
108,서울,1955-09-23,15.4,23.4
108,서울,1955-09-24,11,25.3
108,서울,1955-09-25,11,26
108,서울,1955-09-26,15.6,24.2
108,서울,1955-09-27,13,26.9
108,서울,1955-09-28,12.5,26.2
108,서울,1955-09-29,13.3,27.2
108,서울,1955-09-30,15.2,27.6
108,서울,1955-10-01,12,27.3
108,서울,1955-10-02,15.7,27.2
108,서울,1955-10-03,14.1,23.9
108,서울,1955-10-04,11.4,25.2
108,서울,1955-10-05,12.6,24.2
108,서울,1955-10-06,13.1,16.1
108,서울,1955-10-07,5,13.6
108,서울,1955-10-08,1.3,15.2
108,서울,1955-10-09,3.6,18.9
108,서울,1955-10-10,8.8,19.4
108,서울,1955-10-11,5.7,20.2
108,서울,1955-10-12,5,21.3
108,서울,1955-10-13,9.8,14.3
108,서울,1955-10-14,10.1,15.9
108,서울,1955-10-15,9.9,17.9
108,서울,1955-10-16,7.3,19.4
108,서울,1955-10-17,9.9,17.2
108,서울,1955-10-18,7.8,16.1
108,서울,1955-10-19,3.7,17.8
108,서울,1955-10-20,5.8,15.1
108,서울,1955-10-21,5.1,13.8
108,서울,1955-10-22,2.2,15.2
108,서울,1955-10-23,4.2,16.7
108,서울,1955-10-24,5.9,19.7
108,서울,1955-10-25,8.1,19.2
108,서울,1955-10-26,9.4,21
108,서울,1955-10-27,7.7,19.9
108,서울,1955-10-28,11.4,16.1
108,서울,1955-10-29,6.7,17.7
108,서울,1955-10-30,1.7,10.3
108,서울,1955-10-31,1.4,14.7
108,서울,1955-11-01,4.3,17.3
108,서울,1955-11-02,3.2,11.9
108,서울,1955-11-03,3.4,12.2
